Account,Date,Issue 
17257407,5/14/2010,line problem///// 519 unlocked at tap///// WO# 44790825/// 855 is low signal
11274702,5/14/2010,"LP - ped shorting out, shockign people, electrician has looked at"
36764601,5/14/2010,line problem--no ac at tap for niu -was full of water--inside tap burnt pretty bad
14343601,5/14/2010,line problem -low levels at tap
8212224,5/14/2010,"Area Issue Line problem, 2 more addresses in system logs"
40481002,5/14/2010,Line Problem
14248802,5/14/2010,**NIGHTWORK** 549 27 s/n
910810,5/14/2010,Low @ tap 10/10 20 value tap
58514001,5/14/2010,HD0000020734987
45720321,5/14/2010,Line Problem - low end of the spectrum has low signal out of the tap. apt complex so many cust affected. 99 -3.2 out of tap
46229902,5/14/2010,LIne Problem - Tiling/Black Screen
45360602,5/14/2010,Line Problem
28446402,5/14/2010,Line Problem
42195503,5/14/2010,"LINE PROBLEM.... outage.... ch99 is trash, mtas offline"
58966901,5/14/2010,LINE PROBLEM
34176302,5/14/2010,line problem INTERMITTENT/CONNE CT work order 44786171
12891906,5/14/2010,noise
1105713,5/14/2010,LowTx out of tap.
20300403,5/14/2010,errors on channel 99
15070501,5/14/2010,low on ch 3
15665903,5/14/2010,low band low
18061502,5/15/2010,LP
11549904,5/15/2010,int tiling 200's and 100's
13011813,5/15/2010,LP Install priority
24932403,5/15/2010,lp44797778
55263301,5/15/2010,line problem---electrical surge----
1189104,5/15/2010,line problem
37652102,5/15/2010,Line Problem -digital tiling ////NEXT LEVEL////
54797301,5/15/2010,Low signal on high band
55379301,5/15/2010,"line problem, call FSR when en route"
48399301,5/15/2010,lp---power surge---
18136005,5/15/2010,"Low MER, Digital Tiling"
29457801,5/15/2010,lp--power surge--
48679107,5/15/2010,Low levels fluctuating and ch 99
39796503,5/15/2010,Broken port on tap.. needs replaced
46596301,5/15/2010,Line Problem
60516001,5/15/2010,LP
9636917,5/15/2010,Unsecured Lock Box - Lid damaged
15111402,5/15/2010,Line problem. Reverse tilt at tap.
9185101,5/15/2010,low tx at the tap (tx level at tap is 21)..............wo/44782594
41381302,5/15/2010,line problem
11944701,5/15/2010,"freq 849 and 855 both +3 off tap, low signal by the time it gets inside causing MTA to go offline"
40077604,5/15/2010,line problem
10977002,5/15/2010,Line Problem.44795441 low levels @ tap
45666602,5/15/2010,Line problem
23272211,5/15/2010,LP - nosynch - install
36460303,5/15/2010,low hanging mainline
7426901,5/15/2010,line problem
21418215,5/15/2010,Beast Box Replacement
29401901,5/15/2010,Line Problem
46329902,5/15/2010,"TAP ISSUE, NOT SERVICE AFFECTING. YET... tap ports are very corroded. needs a tap face place swapped, and ped needs to be swap"
20320704,5/15/2010,line problem (wo#44797098)
2613204,5/15/2010,Line Problem- digital signal very low out of tap
42362105,5/15/2010,Line Problem
19031605,5/15/2010,"line problem--higher data frequencies are low, intermittent data / phone connect"
8967901,5/15/2010,Next Level per Buddy Whitcomb
19904315,5/15/2010,6/-9
18705708,5/15/2010,Unsecureable lock box; lid is missing
7432504,5/16/2010,line problem
39356101,5/16/2010,low signal at the tap and +30 c/n issues.
30900208,5/16/2010,lockbox issue
8707417,5/16/2010,Unsecured Ped
1929001,5/16/2010,"Line Problem / multiple freq failing DQI test at the tap / frq 687, 693,699"
41193606,5/16/2010,Unsecured lock box
6486201,5/16/2010,high tx at tap
12047803,5/16/2010,"Line Problem, High band levels are low., DQI 8.7 on 813 and 747 MHz MER 34"
54815102,5/16/2010,lp high tx at tap
23291502,5/16/2010,HD0000020736740-------Packet Loss 40-60%
18867403,5/16/2010,Two broken ports on tap
57695701,5/16/2010,"Line Problem -Freq 849 (channel 133) issue. Docsis tests says ""CMTS will not return Range Response"""
55459801,5/16/2010,area issue
23670814,5/16/2010,Unsecured Lockbox.
6392726,5/16/2010,Unsecureable Lockbox
54465001,5/16/2010,Video Service down in entire building reported by Dana.. no key access
8595818,5/16/2010,Unsecured Ped
20862218,5/16/2010,LP 44798731
17627713,5/16/2010,low signal at the tap
57432602,5/16/2010,HD0000020737054--------Bad Levels
9089809,5/17/2010,line problem
44065209,5/17/2010,line problem power supply box open cables cut no batteries
29574901,5/17/2010,Hail damage destroyed multiple spans of cable. Contractors out here for emergency replacement.
9392901,5/17/2010,hail damaged cable
18405702,5/17/2010,Hail damage destroyed multiple spans of cable. Contractors out here for emergency replacement.
9430301,5/17/2010,area issue see system log
9427202,5/17/2010,Line Problem HSD No Sync and Snowy Pic
59105701,5/17/2010,CBS
45947903,5/17/2010,Line Issue Work Order: 44799007
9540403,5/17/2010,no pedestalls over taps also broken ports on both @ 607 and 615 S. Collins Dr.
9540702,5/17/2010,no pedastal also 3of 4 ports broke
9935817,5/17/2010,"line problem -- next level, intermittent no sync"
55736801,5/17/2010,CBS Low levels at tap
61186501,5/17/2010,HD0000020738002
39227502,5/17/2010,line problem low levels out of tap
53917901,5/17/2010,CBS Priority
10392810,5/17/2010,[WO# 44804983 ] cant reach 1411
52164302,5/17/2010,Line Problem WO # 44801740
40534409,5/17/2010,"line problem, low levels on high band"
50649705,5/17/2010,line problem. low levels on higher frequencies. +7 on 134 at tap. transmit is a little high
19824118,5/17/2010,BAD LOCK BOX COMPLETLY BROKEN
59066301,5/17/2010,intermint packet loss causing slow speeds. pre BER errors. HD0000020738971
41273101,5/17/2010,"line problem, ndt, vp alarm"
9820502,5/17/2010,Line Problem dead at tap
18531901,5/17/2010,no levels @ tap
5693901,5/17/2010,no levels @ tap
17494302,5/17/2010,3 bolt clamp is broken at the pole and mainline is hanging
60262801,5/17/2010,intermint packet loss causing slow speed.
1899705,5/17/2010,line problem- no data
52173303,5/17/2010,Damaged 2pt 23v tap. Lightning struck and burned up port 1 on tap. channel 3 and multiple channels dead on port 1 only.
39620303,5/17/2010,low signal in this node. i turned over a line problem for 1311 st james cir 5/16/2k10.
45272414,5/17/2010,lockbox unsecureable
6860102,5/17/2010,HD0000020738810
50212602,5/17/2010,[WO# 44803599 ] calls failing to 806-764-3324 GC ticket 1788285
11730904,5/17/2010,[WO# 44805589 ] calls fm 320 area code get fax tone
27468001,5/17/2010,"Other - intermittent no dial tone and static, high sig levls at tap, tp inside church, cc 405 496 8988"
40432801,5/17/2010,[WO# 44806843 ] calls fail to 806-702-4462 GC ticket 1788954
34011604,5/17/2010,"Line problem - NDT, all services out"
1033406,5/17/2010,low levels at the tap 117mhz and low band
53466404,5/17/2010,line problem/ low levels
59867301,5/17/2010,Other
52048401,5/17/2010,Line Problem LOW LEVELS ON CHANNEL 99 CAUSING NO SYNC TO MODEM
40077701,5/17/2010,line problem
38510401,5/18/2010,Area issue
58406402,5/18/2010,Area Issue High TX
9740801,5/18/2010,tap change from twisted pair to line power
62686601,5/18/2010,Line Problem LOW TX AT TAP WORKING ON INSTALL CB PRI
28446402,5/18/2010,Next Level no video data or phone
18322504,5/18/2010,freq. 687 no lock on mer @ tap
8954407,5/18/2010,Line problem: Low levels Ch.133/855 MHz
2077406,5/18/2010,line problem -- swap tap to 4 port from 2 port
19827102,5/18/2010,Line Problem
16738907,5/18/2010,LP 44803205
60972601,5/18/2010,"Line Problem: Modem offline, errors at the tap"
2246902,5/18/2010,lp low lvls @ tap
60106501,5/18/2010,Damged Main Line
42458204,5/18/2010,**Cable replacement** dead at tap
23330901,5/18/2010,"pending cable replacement, bad under road"
18437609,5/18/2010,Line Problem
42372105,5/18/2010,Line Problem
54802901,5/18/2010,**priority** DEAD AT TAP
13177803,5/18/2010,"low levels on ch3 and ch 99, no mer on ch99 @tap"
23801318,5/18/2010,lock box broken can't be secure
18042403,5/18/2010,"line problem, tiling"
37244710,5/18/2010,"low level on hyper band none service affecting, cause to fail home cert"
2225709,5/18/2010,low levels no mer on ch 99 @ tap
13837406,5/18/2010,Line Problem BAD TAP NEED TO FIX AND HOOK UP DROP.
12247101,5/18/2010,low hanging main line temp
17337007,5/18/2010,Ped / Tap Replacement
19228804,5/18/2010,Line Problem low levels at tap
17008005,5/18/2010,low level at tap replaced drop
32115907,5/18/2010,line problem
10507902,5/18/2010,CBS Priority Pre Errors At Tap
36209910,5/18/2010,signal drops out and modem goes to no synch and digital starts tiling. signal is a little low on 132 at the tap.
43112003,5/18/2010,Low levels @ tap.
10964710,5/18/2010,no SN from tap
13359805,5/18/2010,**pending replacement - unassigned**line problem
4185902,5/18/2010,line problem
11550803,5/18/2010,lp no s\n on all freqs
44093502,5/18/2010,"Line Problem, low rf, pulled current limitor plate, water dumped out, 801 and 807 same issue both niu drop calls losing tx"
13193802,5/18/2010,custoemr not able to send faxes and receving end of call hears static
54306701,5/18/2010,"line issue, CBS PRIORITY, NOISE"
22263101,5/18/2010,LINE PROBLEM / NO AC OUT TAP / TRANSFORMER HIT ABOVE
13531402,5/18/2010,Channel 99 low out of tap.
23272211,5/18/2010,23272211 line problem
13340003,5/18/2010,**pending replacement**Line Problem
13340302,5/18/2010,"**pending replacement**Line Problem, Low levels at tap, DQI fails on 657 and other's, happend after storm"
17047808,5/18/2010,Line problem: low levels Ch.99/117 MHz
52100501,5/18/2010,"line issue, CBS PRIORITY, low levels from tap and no A/C,"
4286205,5/18/2010,Line Problem
12030105,5/18/2010,plant damage/ need line tech. assistance to get to tap. can't gaff or ladder. bucket access. CALL TECH WHEN HEADED
13341201,5/18/2010,"**pending replacement** Line Problem, Low levels at tap, DQI fails at 657 and other"
18418606,5/18/2010,LP
8993509,5/18/2010,low levels on 849 and 855 10 off tap also in a telephone outage
37075004,5/18/2010,missing Pedestal
38253102,5/18/2010,dead at tap
37273804,5/18/2010,Line Problem
50871503,5/18/2010,"line problem--cust has no signal at tap, all services out"
40286802,5/18/2010,line problem. low levels off tap
18778802,5/18/2010,Line Problem- Low Transmit 28@NIU 11/4 Tap
25191704,5/18/2010,Unsecurable ped
37243807,5/19/2010,low mer out of tap digi tiling on freq 813 819 789
11399203,5/19/2010,no signal dead at the tap
6163101,5/19/2010,line problem
62801401,5/19/2010,LP
19904607,5/19/2010,"line problem -low lecels on hig band, temp on ground"
35439402,5/19/2010,line problem (44813573)
13360110,5/19/2010,**pending replacement** line problem
10805909,5/19/2010,phone issue drop of calls / possible line issue
38629606,5/19/2010,LP No Picture
14903512,5/19/2010,damaged Ped
59648601,5/19/2010,LP
17497807,5/19/2010,LP
21093115,5/19/2010,Line Problem -high transmit and low levels on 132
59648601,5/19/2010,ped/tap replacement
17441504,5/19/2010,low signal on higher frequencies at the terminating tap
53385801,5/19/2010,HD0000020743242
40835207,5/19/2010,low transmit
24377906,5/19/2010,Cut Mainline reported by Engineering.
25170405,5/19/2010,ped/tap replacement
24941103,5/19/2010,Line Problem
7312901,5/19/2010,Line Problem Cant get beyond Trying QPSK see logs
17486904,5/19/2010,Line Problem
24197010,5/19/2010,lockbox unsecureable
32394702,5/19/2010,cut main line
15060807,5/19/2010,"**cable replacememt - unassigned**reverse tilt @ tap, low levels, pre post errors on ch99 ch116 @tap pending cable replacement"
46460901,5/19/2010,CBS Cut Main line
23299705,5/19/2010,Unsecured Ped
61600201,5/19/2010,##priority## DEAD AT TAP
24706819,5/19/2010,low signal off tap
26681307,5/19/2010,Line problem: No dial tone - High transmit
39587605,5/19/2010,Line Problem -intermittent modem sync ////NEXT LEVEL////
7442001,5/19/2010,intermittent snowy pic
20002801,5/19/2010,LP
60937102,5/19/2010,HD0000020743597
18538803,5/19/2010,Line Problem Cant get boxes to load
18575505,5/19/2010,cable out of number 1 is in for replacement can not temp
18430203,5/19/2010,Line Problem low levels on high bands off tap missing channels
50871503,5/19/2010,44815071
34470501,5/19/2010,line issue
60278701,5/19/2010,CBS Priority Whole Node Getting over 15% packet loss
37154305,5/19/2010,ped/tap replacement
32662302,5/19/2010,Line Problem - Intermittent Bad levels at tap; Tiling and No Sync
32662907,5/19/2010,Line Problem - Intermittent low levels at Tap; Tiling and No Sync
46731801,5/19/2010,[WO# none ]
65903,5/19/2010,animal chew on main line node K01
15950504,5/19/2010,tensions wire on ground node Q01
54642302,5/19/2010,Line Problem
32623714,5/19/2010,ped/tap replacement
29116102,5/19/2010,ped/tap replacement
59746301,5/19/2010,line problem/// freq111 no pic/ fountain grass/ westbury. heights. branches/ meadows// great signal//// wo # 44813372
7948101,5/19/2010,LP
17040815,5/19/2010,Dead @tap. 11 value 8port.. also tap needs replace. disco an illegal drop that was on a damages port
56622502,5/19/2010,line problem 44801821
13643003,5/19/2010,NIGHTWORK Line Problem no mer on freq 687
12177001,5/19/2010,Line Problem
16239004,5/19/2010,NO DIAL TONE LOW LEVELS JUMPING LEVELS ON CH 3
18418103,5/19/2010,"Line Problem missing channels due to low signal especially frequencys 729,735,747,759,705,831"
55328001,5/19/2010,Line Problem
48352001,5/19/2010,Line problem: No 2-way
15276803,5/19/2010,"intermitten static on the phones,"
42390206,5/20/2010,Area Issue
23434107,5/20/2010,Area issue see log
14113604,5/20/2010,NIGHTWORK Line Problem. No lock on 693 Mhz at tap.
24894101,5/20/2010,line problem
17672101,5/20/2010,Line Problem -low transmit
40138719,5/20/2010,Line Problem LOCK BOX CANT LOCK
17672505,5/20/2010,Line Problem -low signals on 132 and 3
62384901,5/20/2010,Line Problem hole in back yard exsposed cable please check see logs
5399206,5/20/2010,digi blk scrn wrk ordr 44818654
40331101,5/20/2010,line problem
52123101,5/20/2010,eod error off the tap and in home cert the whole streets boxes are blked out but modems are up
47689201,5/20/2010,Line Problem- Intermittant Black Screen HD Channels DQI- shows errors on frequencies between 621Mhz to 723 Mhz 20/4 Tap
18723605,5/20/2010,modem intermitting loses sync on frequency 849
24205608,5/20/2010,"Unsecured Lockbox - Key broken off in it, via Mitchell Comm"
13673617,5/20/2010,Line problem
53349101,5/20/2010,intermint inet. low levels on high end.
42446104,5/20/2010,line problem/// tx is a 55 at tap//// WO # 44819579
266271-02,5/20/2010,Other
50851401,5/20/2010,"EOD Not working, 2213 error temped from tap"
34650601,5/20/2010,digi tiling ONLY when it rains (noticed squirl chew in metal sheilding of mainline on other side of pole from tap)
22088104,5/20/2010,Line Problem
16431005,5/20/2010,Line Problem High TX at Tap 49.5
13896105,5/20/2010,low levels from 23value 4port on 33 and 99
53730801,5/20/2010,HD0000020746382 CB PRI
5384509,5/20/2010,Line Problem
42499302,5/20/2010,line problem/// 55 tx at tap// WO# 44818932
49808501,5/20/2010,CBS Priority Low Levels At Tap
10134004,5/20/2010,low levels failing home cert
